Date,Adj Close,Rets,Adjusted Returns,Returns,,,,,,
2019-03-20,4031.85,0.77%,11.13%,1.117736583,,,,,0.39894228,0.418889394
2019-03-21,3972.76,-1.47%,-38.65%,0.679444515,,,,,0.39894228,0.418889394
2019-03-22,3983.78,0.28%,0.08%,1.000781218,,,,,0.39894228,0.418889394
2019-03-23,3983.43,-0.01%,-6.28%,0.939128809,,,,,0.39894228,0.418889394
2019-03-24,3969.52,-0.35%,-13.84%,0.870718425,,,,,0.39894228,0.418889394
2019-03-25,3907.53,-1.56%,-40.78%,0.665095367,,,,,0.39894228,0.418889394
2019-03-26,3921.45,0.36%,1.83%,1.018467779,,,,,0.39894228,0.418889394
2019-03-27,4026.53,2.68%,53.45%,1.706627882,,,,,0.39894228,0.418889394
2019-03-28,4011.17,-0.38%,-14.56%,0.864497151,,,,,0.39894228,0.418889394
2019-03-29,4091.01,1.99%,38.14%,1.464325186,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,0.418889394
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
,,,,,,,,,0.39894228,
